title,make,model,year,condition,transmission,price
Toyota 4-Runner Sport Edition V8 2006 Silver,Toyota,4-Runner Sport,2006,Local Used,Automatic,6800000.0
Toyota Sienna LE AWD 2008 Red,Toyota,Sienna LE,2008,Foreign Used,Automatic,10800000.0
Toyota Highlander Limited 2012 Maroon,Toyota,Highlander Limited,2012,Foreign Used,Automatic,17700000.0
Toyota Highlander Limited V6 4x4 (3.5L 6cyl 6A) 2016 Gold,Toyota,Highlander Limited,2016,Foreign Used,Automatic,28000000.0
Acura MDX Technology Package SUV AWD (3.7L 6cyl 6A) 2013 Gray,Acura,MDX Technology,2013,Foreign Used,Automatic,10700000.0
Toyota Sienna LE AWD 7-Passenger 2013 Gray,Toyota,Sienna LE,2013,Foreign Used,Automatic,18500000.0
Honda Pilot 2014 Brown,Honda,Pilot,2014,Foreign Used,Automatic,15000000.0
Toyota Camry 2013 Gray,Toyota,Camry,2013,Foreign Used,Automatic,15000000.0
Acura MDX Advance Package SUV AWD (3.7L 6cyl 6A) 2013 White,Acura,MDX Advance,2013,Foreign Used,Automatic,9500000.0
Honda City 2011 Gray,Honda,City,2011,Local Used,Automatic,5700000.0
Honda Accord 2012 Silver,Honda,Accord,2012,Local Used,Automatic,6100000.0
Toyota Corolla 2006 Silver,Toyota,Corolla,2006,Local Used,Automatic,5900000.0
Toyota Corolla 2010 Red,Toyota,Corolla,2010,Local Used,Automatic,7500000.0
BMW 328i 2013 Black,BMW,328i,2013,Foreign Used,Automatic,14500000.0
Mercedes-Benz GLK-Class 350 2011 Black,Mercedes Benz,GLK-Class 350,2011,Foreign Used,Automatic,13500000.0
Honda Civic 2015 Gray,Honda,Civic,2015,Foreign Used,Automatic,13000000.0
Mercedes-Benz M Class ML350 4dr SUV (3.5L 6cyl 7A) 2015 White,Mercedes Benz,M Class,2015,Foreign Used,Automatic,26500000.0
Honda Jazz 2005 Black,Honda,Jazz,2005,Foreign Used,Automatic,7800000.0
Toyota Highlander 2006 Silver,Toyota,Highlander,2006,Local Used,Automatic,6500000.0
Mercedes-Benz GLC-Class 2017 Black,Mercedes Benz,GLC-Class,2017,Local Used,Automatic,19500000.0
Lexus ES 350 FWD 2016 Silver,Lexus,ES 350,2016,Foreign Used,Automatic,26500000.0
Toyota RAV4 2018 Silver,Toyota,RAV4,2018,Foreign Used,Automatic,28000000.0
Acura MDX 2012 Black,Acura,MDX,2012,Foreign Used,Automatic,10500000.0
Acura MDX 2009 Silver,Acura,MDX,2009,Foreign Used,Automatic,9500000.0
Toyota Camry LE 4dr Sedan (2.4L 4cyl 5A) 2009 Gold,Toyota,Camry LE,2009,Foreign Used,Automatic,9700000.0
Hyundai Sonata SE Sedan FWD (2.4L 4cyl 6A) 2013 Black,Hyundai,Sonata SE,2013,Local Used,Automatic,6000000.0
Lexus RX 2012 Silver,Lexus,RX,2012,Foreign Used,Automatic,17000000.0
Ford Escape SE 2013 White,Ford,Escape SE,2013,Foreign Used,Automatic,14800000.0
Toyota Highlander Limited 4dr SUV AWD (3.5L 6cyl 6A) 2015 Gray,Toyota,Highlander Limited,2015,Foreign Used,Automatic,28000000.0
Lexus IS 250 2010 White,Lexus,IS 250,2010,Foreign Used,Automatic,10500000.0
Toyota Matrix 2013 Gray,Toyota,Matrix,2013,Foreign Used,Automatic,13200000.0
Honda CR-V 2019 White,Honda,CR-V,2019,Local Used,Automatic,19000000.0
Honda Accord 2009 Gray,Honda,Accord,2009,Local Used,Automatic,5700000.0
Mercedes-Benz GLA 250 2017 Black,Mercedes Benz,GLA 250,2017,Local Used,Automatic,8900000.0
Lexus RX 350 AWD 2015 Black,Lexus,RX 350,2015,Foreign Used,Automatic,24000000.0
Mercedes-Benz C300 Luxury 4dr AWD 4Matic Sedan (2.0L 4cyl 7A) 2015 Blue,Mercedes Benz,C300 Luxury,2015,Foreign Used,Automatic,25000000.0
Honda Pilot 2013 Black,Honda,Pilot,2013,Foreign Used,Automatic,16500000.0
Acura MDX 2008 Silver,Acura,MDX,2008,Foreign Used,Automatic,11000000.0
Acura MDX Technology Package SUV AWD (3.7L 6cyl 6A) 2012 Black,Acura,MDX Technology,2012,Foreign Used,Automatic,10500000.0
Honda CR-V EX-L AWD 2018 Gray,Honda,CR-V EX-L,2018,Foreign Used,Automatic,19000000.0
Chevrolet Camaro 2013 Black,Chevrolet,Camaro,2013,Local Used,Automatic,11900000.0
Honda Accord 2003 Green,Honda,Accord,2003,Local Used,Automatic,3600000.0
Mercedes-Benz C200 2000 Silver,Mercedes Benz,C200,2000,Local Used,Automatic,5100000.0
Honda Accord 2017 Black,Honda,Accord,2017,Foreign Used,Automatic,13900000.0
Toyota Camry XLE 4dr Sedan (2.5L 4cyl 6A) 2011 Green,Toyota,Camry XLE,2011,Foreign Used,Automatic,11200000.0
Toyota 4-Runner Limited 2008 Silver,Toyota,4-Runner Limited,2008,Foreign Used,Automatic,15000000.0
Toyota Highlander XLE V6 4x2 (3.5L 6cyl 6A) 2016 Maroon,Toyota,Highlander XLE,2016,Foreign Used,Automatic,27000000.0
Toyota Camry LE 4dr Sedan w/Prod. End 11/13 (2.5L 4cyl 6A) 2014 Silver,Toyota,Camry LE,2014,Foreign Used,Automatic,13200000.0
Toyota Highlander 2016 Green,Toyota,Highlander,2016,Foreign Used,Automatic,27500000.0
Acura MDX Technology Package SUV AWD (3.7L 6cyl 6A) 2012,Acura,MDX Technology,2012,Foreign Used,Automatic,10700000.0
Toyota RAV4 Limited 4dr SUV AWD (2.5L 4cyl 6A) 2015 Silver,Toyota,RAV4 Limited,2015,Foreign Used,Automatic,22500000.0
Toyota Highlander Limited 3.5l 4WD 2013 Silver,Toyota,Highlander Limited,2013,Foreign Used,Automatic,15000000.0
Honda HR-V 4dr SUV (1.5L 4cyl CVT) 2016 Blue,Honda,HR-V 4dr,2016,Foreign Used,Automatic,17500000.0
Toyota Highlander 2008 Gray,Toyota,Highlander,2008,Local Used,Automatic,11300000.0
Toyota Highlander 2012 Gray,Toyota,Highlander,2012,Local Used,Automatic,11950000.0
Honda Accord 2009 Gold,Honda,Accord,2009,Local Used,Automatic,6100000.0
BMW 3 Series 2017 Blue,BMW,3 Series,2017,Local Used,Automatic,10000000.0
Toyota Corolla 2014 Gray,Toyota,Corolla,2014,Foreign Used,Automatic,11900000.0
Toyota Yaris 2013 Gray,Toyota,Yaris,2013,Foreign Used,Automatic,12500000.0
Mercedes-Benz E350 Base 4Matic Wagon AWD (3.5L 6cyl 5A) 2007 Gold,Mercedes Benz,E350 Base,2007,Local Used,Automatic,6000000.0
Toyota Avalon 2010 Silver,Toyota,Avalon,2010,Local Used,Automatic,5500000.0
Toyota Highlander 2015 Gray,Toyota,Highlander,2015,Foreign Used,Automatic,25500000.0
Toyota Venza Limited 2011 Black,Toyota,Venza Limited,2011,Foreign Used,Automatic,18500000.0
Lexus ES 2016 Silver,Lexus,ES,2016,Foreign Used,Automatic,25000000.0
Acura MDX 2016 Black,Acura,MDX,2016,Foreign Used,Automatic,16700000.0
Acura MDX 2015 Maroon,Acura,MDX,2015,Foreign Used,Automatic,14150000.0
Toyota Corolla 2013 Gray,Toyota,Corolla,2013,Foreign Used,Automatic,12500000.0
Toyota Camry 2009 Red,Toyota,Camry,2009,Foreign Used,Automatic,10600000.0
Acura MDX 2006 Gold,Acura,MDX,2006,Foreign Used,Automatic,6900000.0
Acura MDX Advance Package SUV AWD (3.7L 6cyl 6A) 2013 Black,Acura,MDX Advance,2013,Foreign Used,Automatic,10500000.0
Toyota Camry 2011 Silver,Toyota,Camry,2011,Foreign Used,Automatic,11500000.0
Acura MDX w/Advance Pkg FWD 2018 Red,Acura,MDX w,2018,Foreign Used,Automatic,24000000.0
Acura MDX Advance Package SUV AWD (3.7L 6cyl 6A) 2013 Black,Acura,MDX Advance,2013,Foreign Used,Automatic,9800000.0
Toyota Highlander Limited 2010 Silver,Toyota,Highlander Limited,2010,Foreign Used,Automatic,12000000.0
Ford Edge 2014 Brown,Ford,Edge,2014,Foreign Used,Automatic,15500000.0
Toyota Sienna 2014 White,Toyota,Sienna,2014,Foreign Used,Automatic,21000000.0
Toyota RAV4 2014 Silver,Toyota,RAV4,2014,Local Used,Automatic,14000000.0
Mercedes-Benz C230 2003 Silver,Mercedes Benz,C230,2003,Local Used,Automatic,4300000.0
Toyota Corolla 2018 Gray,Toyota,Corolla,2018,Local Used,Automatic,13330000.0
BMW 3 Series 2004 Silver,BMW,3 Series,2004,Local Used,Automatic,5200000.0
Toyota Corolla S 4dr Sedan (1.8L 4cyl 4A) 2010 Gray,Toyota,Corolla S,2010,Local Used,Automatic,8000000.0
BMW X5 2017 Black,BMW,X5,2017,Local Used,Automatic,24000000.0
Toyota Corolla 2012 Gray,Toyota,Corolla,2012,Foreign Used,Automatic,11200000.0
Ford Edge 2013 Red,Ford,Edge,2013,Local Used,Automatic,5900000.0
Toyota Camry 2018 Silver,Toyota,Camry,2018,Foreign Used,Automatic,27000000.0
Toyota Corolla 2014 Gray,Toyota,Corolla,2014,Local Used,Automatic,10900000.0
Toyota Venza Limited 2011 Red,Toyota,Venza Limited,2011,Foreign Used,Automatic,18200000.0
Acura MDX 2016 Black,Acura,MDX,2016,Foreign Used,Automatic,16200000.0
Lexus ES 350 FWD 2014 Gold,Lexus,ES 350,2014,Foreign Used,Automatic,19000000.0
Lexus IS 250 2008 Silver,Lexus,IS 250,2008,Local Used,Automatic,7500000.0
Toyota Highlander Limited 3.5l 4WD 2013 Red,Toyota,Highlander Limited,2013,Foreign Used,Automatic,15800000.0
Toyota Highlander Limited 3.5l 4WD 2013 Blue,Toyota,Highlander Limited,2013,Foreign Used,Automatic,16000000.0
Toyota RAV4 2014 Black,Toyota,RAV4,2014,Foreign Used,Automatic,23500000.0
Acura MDX Advance & Ent. Pkgs SH-AWD 2020 Black,Acura,MDX Advance,2020,Foreign Used,Automatic,24500000.0
Lexus ES 350 FWD 2015 Gray,Lexus,ES 350,2015,Foreign Used,Automatic,18000000.0
Honda Pilot EX 4dr SUV 4WD (3.5L 6cyl 5A) 2011 Blue,Honda,Pilot EX,2011,Foreign Used,Automatic,13500000.0
Toyota Camry 2010 Black,Toyota,Camry,2010,Foreign Used,Automatic,12000000.0
Honda Accord Sport SE 4dr Sedan FWD (2.4L 4cyl 2A) 2017 Black,Honda,Accord Sport,2017,Foreign Used,Automatic,21500000.0
Toyota C-HR XLE Prermium FWD (2.0L 4cyl 2AM) 2018 Blue,Toyota,C-HR XLE,2018,Foreign Used,Automatic,25000000.0
Hyundai Accent 2015 White,Hyundai,Accent,2015,Foreign Used,Automatic,10500000.0
Toyota Camry 2008 Red,Toyota,Camry,2008,Foreign Used,Automatic,10600000.0
Peugeot 307 2007 Gray,Peugeot,307,2007,Local Used,Automatic,3800000.0
Mercedes-Benz C230 2002 Green,Mercedes Benz,C230,2002,Local Used,Automatic,4700000.0
Kia Sportage 2013 Gray,Kia,Sportage,2013,Local Used,Automatic,8500000.0
Honda Accord 2005 Maroon,Honda,Accord,2005,Local Used,Automatic,3500000.0
Toyota Corolla 2015 Gray,Toyota,Corolla,2015,Foreign Used,Automatic,15800000.0
Toyota Camry SE 4dr Sedan (2.4L 4cyl 5A) 2009 Red,Toyota,Camry SE,2009,Foreign Used,Automatic,9800000.0
Renault Megane Coupe 2000 Black,Renault,Megane Coupe,2000,Local Used,Automatic,4000000.0
Toyota Camry 2013 Gray,Toyota,Camry,2013,Foreign Used,Automatic,15300000.0
Toyota Highlander Limited Platinum V6 4x4 (3.5L 6cyl 6A) 2016 Gray,Toyota,Highlander Limited,2016,Foreign Used,Automatic,26000000.0
Mercedes-Benz C350 C 350 4MATIC AWD 2014 Black,Mercedes Benz,C350 C,2014,Foreign Used,Automatic,16000000.0
Toyota 4-Runner Limited 4X4 2013 Silver,Toyota,4-Runner Limited,2013,Foreign Used,Automatic,35000000.0
Mercedes-Benz GLK-Class 2015 White,Mercedes Benz,GLK-Class,2015,Foreign Used,Automatic,19500000.0
Honda Civic 2007 Gray,Honda,Civic,2007,Local Used,Automatic,4700000.0
Kia Morning 2013 Gray,Kia,Morning,2013,Local Used,Automatic,6900000.0
BMW 328i 2010 Black,BMW,328i,2010,Local Used,Automatic,6350000.0
Honda Accord 2014 Gray,Honda,Accord,2014,Foreign Used,Automatic,13500000.0
Toyota Avalon Limited 4dr Sedan (3.5L 6cyl 6A) 2014 Black,Toyota,Avalon Limited,2014,Foreign Used,Automatic,19000000.0
Lexus ES 350 FWD 2018 Black,Lexus,ES 350,2018,Foreign Used,Automatic,25500000.0
Hyundai Elantra 2012 Red,Hyundai,Elantra,2012,Foreign Used,Automatic,8000000.0
Honda Crosstour 3.5 FWD 2011 White,Honda,Crosstour 3,2011,Local Used,Automatic,5850000.0
Lexus RX 2016 White,Lexus,RX,2016,Local Used,Automatic,16000000.0
Lexus RX 350 AWD 2009 Black,Lexus,RX 350,2009,Foreign Used,Automatic,14000000.0
Acura MDX Advance Package SUV AWD (3.7L 6cyl 6A) 2013 Gray,Acura,MDX Advance,2013,Foreign Used,Automatic,11000000.0
Toyota Camry 2014 Red,Toyota,Camry,2014,Foreign Used,Automatic,15700000.0
Honda Accord Touring 4dr Sedan FWD (3.5L 6cyl 6A) 2013 Gray,Honda,Accord Touring,2013,Local Used,Automatic,8500000.0
Toyota Sienna 2013 Black,Toyota,Sienna,2013,Local Used,Automatic,10300000.0
Mercedes-Benz GLK-Class 2014 Gray,Mercedes Benz,GLK-Class,2014,Foreign Used,Automatic,18000000.0
Honda CR-V 2012 Gray,Honda,CR-V,2012,Local Used,Automatic,10500000.0
Peugeot 406 2004 Silver,Peugeot,406,2004,Local Used,Manual,3200000.0
Honda Accord Touring 4dr Sedan FWD (3.5L 6cyl 6A) 2016 Maroon,Honda,Accord Touring,2016,Local Used,Automatic,10000000.0
Honda Accord EX-L 4dr Sedan w/Navigation (2.4L 4cyl CVT) 2014 White,Honda,Accord EX-L,2014,Foreign Used,Automatic,12500000.0
Peugeot 307 2007 Silver,Peugeot,307,2007,Local Used,Automatic,5400000.0
Toyota Camry SE 4dr Sedan w/Prod. End 11/13 (3.5L 6cyl 6A) 2014 Red,Toyota,Camry SE,2014,Foreign Used,Automatic,15000000.0
Toyota Camry 2009 White,Toyota,Camry,2009,Foreign Used,Automatic,9500000.0
Toyota Sienna XLE AWD 7-Passenger 2013 Gray,Toyota,Sienna XLE,2013,Foreign Used,Automatic,20000000.0
Toyota Highlander Limited 4x4 2008 Black,Toyota,Highlander Limited,2008,Foreign Used,Automatic,12500000.0
Toyota RAV4 2015 White,Toyota,RAV4,2015,Foreign Used,Automatic,23500000.0
Lexus ES 350 FWD 2017 Gray,Lexus,ES 350,2017,Foreign Used,Automatic,24000000.0
Toyota Highlander Limited 3.5l 4WD 2013 Brown,Toyota,Highlander Limited,2013,Foreign Used,Automatic,15500000.0
Ford Explorer 2017 Red,Ford,Explorer,2017,Local Used,Automatic,11000000.0
Toyota Sienna 2014 White,Toyota,Sienna,2014,Local Used,Automatic,11300000.0
Kia Cerato 2010 Silver,Kia,Cerato,2010,Local Used,Automatic,5200000.0
Honda Civic 2004 Silver,Honda,Civic,2004,Local Used,Automatic,3500000.0
Honda Accord Sport 4dr Sedan FWD (2.4L 4cyl 2A) 2016 White,Honda,Accord Sport,2016,Foreign Used,Automatic,14000000.0
Peugeot 406 2004 Silver,Peugeot,406,2004,Local Used,Manual,5300000.0
Honda Accord 2010 Silver,Honda,Accord,2010,Local Used,Automatic,6300000.0
Honda Accord 2008 Maroon,Honda,Accord,2008,Local Used,Automatic,6500000.0
Honda Accord 2018 White,Honda,Accord,2018,Local Used,Automatic,16000000.0
Acura MDX 2012 White,Acura,MDX,2012,Foreign Used,Automatic,10600000.0
Acura MDX 2009 Burgundy,Acura,MDX,2009,Foreign Used,Automatic,9500000.0
Toyota Camry SE 4dr Sedan (2.5L 4cyl 6A) 2011 Gray,Toyota,Camry SE,2011,Foreign Used,Automatic,11000000.0
Mercedes-Benz C300 2008 White,Mercedes Benz,C300,2008,Foreign Used,Automatic,12500000.0
Mercedes-Benz C300 2013 Black,Mercedes Benz,C300,2013,Foreign Used,Automatic,15500000.0
Acura MDX Advance Package SUV AWD (3.7L 6cyl 6A) 2013 Black,Acura,MDX Advance,2013,Foreign Used,Automatic,10000000.0
Toyota Previa 2.0 D-4D Sol 2005 Blue,Toyota,Previa 2,2005,Foreign Used,Automatic,13000000.0
Toyota Camry XLE V6 FWD 2020 Blue,Toyota,Camry XLE,2020,Foreign Used,Automatic,29500000.0
Acura MDX Advance Package SUV AWD (3.7L 6cyl 6A) 2013 Black,Acura,MDX Advance,2013,Foreign Used,Automatic,9700000.0
Acura MDX Technology Package SUV AWD (3.7L 6cyl 6A) 2011 White,Acura,MDX Technology,2011,Foreign Used,Automatic,10500000.0
Acura MDX SUV 4dr AWD (3.7 6cyl 5A) 2008 Silver,Acura,MDX SUV,2008,Foreign Used,Automatic,9300000.0
Toyota Highlander Limited Platinum 4dr SUV (3.5L 6cyl 6A) 2015 Black,Toyota,Highlander Limited,2015,Foreign Used,Automatic,26500000.0
Acura MDX Advance Package SUV AWD (3.7L 6cyl 6A) 2013 White,Acura,MDX Advance,2013,Foreign Used,Automatic,10700000.0
Toyota Camry LE 4dr Sedan (2.4L 4cyl 5A) 2009 Green,Toyota,Camry LE,2009,Foreign Used,Automatic,9800000.0
Honda Accord 2011 Silver,Honda,Accord,2011,Local Used,Automatic,6500000.0
Hyundai Elantra 2014 Black,Hyundai,Elantra,2014,Foreign Used,Automatic,11500000.0
Honda Accord 2013 Gray,Honda,Accord,2013,Foreign Used,Automatic,13500000.0
Peugeot 307 2007 Silver,Peugeot,307,2007,Local Used,Automatic,5700000.0
Toyota Venza XLE 4dr Wagon AWD (3.5L 6cyl 6A) 2015 Black,Toyota,Venza XLE,2015,Foreign Used,Automatic,20000000.0
Toyota Camry 2006 Gray,Toyota,Camry,2006,Local Used,Automatic,4500000.0
Toyota Camry 2010 Gold,Toyota,Camry,2010,Local Used,Automatic,6200000.0
Toyota Yaris 2007 Blue,Toyota,Yaris,2007,Local Used,Automatic,4600000.0
Toyota Avensis 2007 Silver,Toyota,Avensis,2007,Local Used,Manual,3000000.0
Toyota Highlander Limited 2012 Gray,Toyota,Highlander Limited,2012,Foreign Used,Automatic,17700000.0
Lexus ES 350 2011 Black,Lexus,ES 350,2011,Foreign Used,Automatic,12000000.0
Acura MDX Advance Package SUV AWD (3.7L 6cyl 6A) 2012 Black,Acura,MDX Advance,2012,Foreign Used,Automatic,9850000.0
Toyota Camry 2.4 SE Automatic 2008 Gray,Toyota,Camry 2,2008,Foreign Used,Automatic,10500000.0
Acura MDX Technology Package AWD (3.7L 6cyl 5A) 2009 White,Acura,MDX Technology,2009,Foreign Used,Automatic,9500000.0
Acura MDX 2015 Gray,Acura,MDX,2015,Foreign Used,Automatic,16500000.0
Toyota Corolla LE 4dr Sedan (1.8L 4cyl CVT) 2015 Red,Toyota,Corolla LE,2015,Foreign Used,Automatic,15000000.0
Lexus ES 350 FWD 2015 White,Lexus,ES 350,2015,Foreign Used,Automatic,18500000.0
Acura MDX Advance Package SUV AWD (3.7L 6cyl 6A) 2013 White,Acura,MDX Advance,2013,Foreign Used,Automatic,10500000.0
Toyota Yaris 2007 Black,Toyota,Yaris,2007,Local Used,Automatic,5500000.0
Kia Morning 2010 Silver,Kia,Morning,2010,Local Used,Automatic,4800000.0
Nissan Sentra 2016 Blue,Nissan,Sentra,2016,Local Used,Automatic,7300000.0
Toyota Camry 2016 Black,Toyota,Camry,2016,Foreign Used,Automatic,14000000.0
Honda Accord 2018 Gray,Honda,Accord,2018,Local Used,Automatic,15800000.0
Mercedes-Benz E350 2014 Black,Mercedes Benz,E350,2014,Foreign Used,Automatic,15000000.0
Toyota Venza Limited 2016 Black,Toyota,Venza Limited,2016,Foreign Used,Automatic,23000000.0
Lexus ES 350 2009 Red,Lexus,ES 350,2009,Foreign Used,Automatic,9500000.0
Hyundai Avante 2013 White,Hyundai,Avante,2013,Foreign Used,Automatic,12500000.0
Toyota Highlander 2013 Black,Toyota,Highlander,2013,Foreign Used,Automatic,20000000.0
Toyota Camry SE Sport 4dr Sedan (2.5L 4cyl 6A) 2014 Silver,Toyota,Camry SE,2014,Foreign Used,Automatic,14000000.0
Lexus RX 350 F Sport AWD 2015 Black,Lexus,RX 350,2015,Foreign Used,Automatic,23000000.0
Toyota RAV4 2.5 Limited 4x4 2011 White,Toyota,RAV4 2,2011,Foreign Used,Automatic,15800000.0
Toyota Camry 2009 Gray,Toyota,Camry,2009,Foreign Used,Automatic,11000000.0
Toyota Sienna XLE Limited 2007 Gold,Toyota,Sienna XLE,2007,Foreign Used,Automatic,14000000.0
Honda Accord 2017 Gray,Honda,Accord,2017,Foreign Used,Automatic,24000000.0
Toyota Avalon Limited 4dr Sedan (3.5L 6cyl 6A) 2014 White,Toyota,Avalon Limited,2014,Foreign Used,Automatic,16500000.0
Toyota RAV4 2.5 Limited 4x4 2012 Gray,Toyota,RAV4 2,2012,Foreign Used,Automatic,16400000.0
Toyota Avensis 1.8 C Combi 2005 Silver,Toyota,Avensis 1,2005,Foreign Used,Automatic,12000000.0
Honda Civic 2016 Gray,Honda,Civic,2016,Local Used,Automatic,12100000.0
Mercedes-Benz C230 2007 Silver,Mercedes Benz,C230,2007,Local Used,Automatic,5950000.0
Honda Accord 2009 Maroon,Honda,Accord,2009,Foreign Used,Automatic,9200000.0
Honda Civic 2015 Black,Honda,Civic,2015,Foreign Used,Automatic,10500000.0
Peugeot 206 2004 Green,Peugeot,206,2004,Local Used,Automatic,3300000.0
Peugeot 406 2004 Gold,Peugeot,406,2004,Local Used,Manual,5600000.0
Acura MDX 2015 Red,Acura,MDX,2015,Foreign Used,Automatic,14000000.0
Lexus ES 350 2011 White,Lexus,ES 350,2011,Foreign Used,Automatic,13000000.0
Toyota Camry LE V6 4dr Sedan (3.5L 6cyl 6AM) 2009 Blue,Toyota,Camry LE,2009,Foreign Used,Automatic,9500000.0
Toyota Venza Limited AWD V6 2013 Gray,Toyota,Venza Limited,2013,Foreign Used,Automatic,16000000.0
Acura MDX 2006 Black,Acura,MDX,2006,Foreign Used,Automatic,7500000.0
Honda Accord 2017 White,Honda,Accord,2017,Foreign Used,Automatic,26000000.0
Acura MDX SH-AWD 4dr SUV AWD (3.5L 6cyl 6A) 2015 Green,Acura,MDX SH-AWD,2015,Foreign Used,Automatic,13500000.0
Peugeot 508 2015 Black,Peugeot,508,2015,Local Used,Automatic,8200000.0
BMW 3 Series 2007 White,BMW,3 Series,2007,Local Used,Automatic,6000000.0
Honda Accord 2014 Maroon,Honda,Accord,2014,Foreign Used,Automatic,12000000.0
Pontiac Vibe Automatic 2004 Black,Pontiac,Vibe Automatic,2004,Foreign Used,Automatic,8200000.0
Honda Accord 2012 Black,Honda,Accord,2012,Local Used,Automatic,6200000.0
BMW X6 2014 Black,BMW,X6,2014,Local Used,Automatic,13800000.0
Acura MDX 2012 Silver,Acura,MDX,2012,Foreign Used,Automatic,10735000.0
Toyota Camry 2017 Black,Toyota,Camry,2017,Foreign Used,Automatic,17700000.0
Lexus RX 330 2006,Lexus,RX 330,2006,Foreign Used,Automatic,12300000.0
Toyota Venza 2011 Brown,Toyota,Venza,2011,Local Used,Automatic,10500000.0
Toyota Camry 2012 Gold,Toyota,Camry,2012,Foreign Used,Automatic,11800000.0
Toyota RAV4 2.5 Limited 2012 Red,Toyota,RAV4 2,2012,Foreign Used,Automatic,16800000.0
Lexus RX 350 AWD 2013 Black,Lexus,RX 350,2013,Local Used,Automatic,18800000.0
Lexus GX 460 Premium 2012 Gold,Lexus,GX 460,2012,Foreign Used,Automatic,27500000.0
Toyota Camry 2013 Silver,Toyota,Camry,2013,Foreign Used,Automatic,14500000.0
Honda Crosstour 3.5 AWD 2013 Black,Honda,Crosstour 3,2013,Foreign Used,Automatic,14500000.0
Toyota Highlander Limited 4dr SUV AWD (3.5L 6cyl 6A) 2015 Black,Toyota,Highlander Limited,2015,Foreign Used,Automatic,24500000.0
Hyundai Elantra 2020 Gray,Hyundai,Elantra,2020,Foreign Used,Automatic,17000000.0
Honda Accord 2009 White,Honda,Accord,2009,Local Used,Automatic,6400000.0
Chevrolet Sonic 2017 Orange,Chevrolet,Sonic,2017,Foreign Used,Automatic,14000000.0
BMW 328i 2011 Blue,BMW,328i,2011,Foreign Used,Automatic,11900000.0
Toyota Camry 2016 Silver,Toyota,Camry,2016,Local Used,Automatic,10300000.0
Volkswagen Jetta 2013 White,Volkswagen,Jetta,2013,Local Used,Automatic,6900000.0
Lexus RX 350 AWD 2009 Black,Lexus,RX 350,2009,Foreign Used,Automatic,13500000.0
Toyota Camry 2011 Black,Toyota,Camry,2011,Foreign Used,Automatic,10700000.0
Toyota RAV4 Limited 4dr SUV AWD (2.5L 4cyl 6A) 2014 Gray,Toyota,RAV4 Limited,2014,Foreign Used,Automatic,22100000.0
Toyota Avensis 2.2 D-Cat Combi 2006 Black,Toyota,Avensis 2,2006,Foreign Used,Automatic,11500000.0
Toyota Corolla 2012 Black,Toyota,Corolla,2012,Foreign Used,Automatic,13000000.0
Acura MDX Technology Package SUV AWD (3.7L 6cyl 6A) 2012 Blue,Acura,MDX Technology,2012,Foreign Used,Automatic,10500000.0
Toyota Camry 2011 Green,Toyota,Camry,2011,Foreign Used,Automatic,12000000.0
Acura MDX Technology Package SUV AWD (3.7L 6cyl 6A) 2012 Silver,Acura,MDX Technology,2012,Foreign Used,Automatic,10500000.0
Acura MDX Advance Package SUV AWD (3.7L 6cyl 6A) 2012 Gray,Acura,MDX Advance,2012,Foreign Used,Automatic,9500000.0
Toyota Camry 2016 Red,Toyota,Camry,2016,Foreign Used,Automatic,22000000.0
Toyota Sienna XLE Limited AWD 2005 Gray,Toyota,Sienna XLE,2005,Foreign Used,Automatic,11000000.0
Ford Edge SEL 4dr AWD 2017 Black,Ford,Edge SEL,2017,Foreign Used,Automatic,18000000.0
Kia Morning 2012 Black,Kia,Morning,2012,Foreign Used,Automatic,8000000.0
Honda Civic 2010 Gray,Honda,Civic,2010,Local Used,Automatic,5950000.0
Toyota Camry 2015 Black,Toyota,Camry,2015,Local Used,Automatic,11300000.0
Honda Accord 2010 Gray,Honda,Accord,2010,Local Used,Automatic,6100000.0
Lexus RX 2014 Silver,Lexus,RX,2014,Foreign Used,Automatic,23500000.0
Toyota Highlander 2010 Silver,Toyota,Highlander,2010,Foreign Used,Automatic,13300000.0
Toyota Highlander 2013 Gray,Toyota,Highlander,2013,Foreign Used,Automatic,16500000.0
Acura MDX Technology Package SUV AWD (3.7L 6cyl 6A) 2013 Black,Acura,MDX Technology,2013,Foreign Used,Automatic,10500000.0
Toyota Camry 2012 Green,Toyota,Camry,2012,Foreign Used,Automatic,15500000.0
Toyota RAV4 Limited 4dr SUV AWD (2.5L 4cyl 6A) 2018 Black,Toyota,RAV4 Limited,2018,Foreign Used,Automatic,34000000.0
Lexus ES 350 2012 White,Lexus,ES 350,2012,Foreign Used,Automatic,13500000.0
Toyota Avalon XLE Premium 4dr Sedan (3.5L 6cyl 6A) 2014 Black,Toyota,Avalon XLE,2014,Foreign Used,Automatic,17000000.0
Acura MDX Technology Package SUV AWD (3.7L 6cyl 6A) 2013 Black,Acura,MDX Technology,2013,Foreign Used,Automatic,10600000.0
Lexus ES 300 2005 Silver,Lexus,ES 300,2005,Local Used,Automatic,6000000.0
Honda Accord EX-L V-6 4dr Sedan w/Navigation (3.5L 6cyl 6A) 2014 Blue,Honda,Accord EX-L,2014,Foreign Used,Automatic,13800000.0
Mercedes-Benz E350 2008 Black,Mercedes Benz,E350,2008,Foreign Used,Automatic,11600000.0
Peugeot 407 2007 Black,Peugeot,407,2007,Local Used,Automatic,4200000.0
