title,make,model,year,condition,transmission,price
Toyota RAV4 Platinum AWD (2.5L 4cyl 6A) 2017 Blue,Toyota,RAV4 Platinum,2017,foreign used,automatic,"₦ 32,500,000"
Toyota Camry Base 4dr Sedan (2.5L 4cyl 6M) 2010 Silver,Toyota,Camry Base,2010,local used,automatic,"₦ 5,100,000"
Toyota Highlander XLE 4dr SUV (3.5L 6cyl 6A) 2015 Gray,Toyota,Highlander XLE,2015,foreign used,automatic,"₦ 29,000,000"
Lexus ES 2008 Silver,Lexus,ES,2008,foreign used,automatic,"₦ 10,600,000"
Acura MDX Technology Package AWD (3.7L 6cyl 5A) 2009 Red,Acura,MDX Technology,2009,foreign used,automatic,"₦ 8,500,000"
Toyota Highlander Limited 3.5l 4WD 2013 Green,Toyota,Highlander Limited,2013,foreign used,automatic,"₦ 15,400,000"
Acura MDX Technology Package SUV AWD (3.7L 6cyl 6A) 2012 Gray,Acura,MDX Technology,2012,foreign used,automatic,"₦ 10,500,000"
Lexus RX 2009 Black,Lexus,RX,2009,foreign used,automatic,"₦ 12,500,000"
Toyota Camry SE FWD (2.5L 4cyl 8AM) 2018 White,Toyota,Camry SE,2018,foreign used,automatic,"₦ 32,000,000"
Acura ZDX Base AWD 2013 Black,Acura,ZDX Base,2013,foreign used,automatic,"₦ 16,500,000"
Toyota Tundra 2018 Black,Toyota,Tundra,2018,foreign used,automatic,"₦ 43,000,000"
Lexus ES 350 2006 Silver,Lexus,ES 350,2006,foreign used,automatic,"₦ 10,200,000"
Toyota 4-Runner Limited 4WD 2012 Silver,Toyota,4-Runner Limited,2012,foreign used,automatic,"₦ 33,000,000"
Toyota Land Cruiser Prado 2024 Black,Toyota,Land Cruiser,2024,foreign used,automatic,"₦ 72,000,000"
Acura MDX 2008 Gray,Acura,MDX,2008,foreign used,automatic,"₦ 9,700,000"
Toyota Camry 2009 Gold,Toyota,Camry,2009,foreign used,automatic,"₦ 10,700,000"
Mercedes-Benz GLE-Class 2021 Black,Mercedes-Benz,GLE-Class,2021,foreign used,automatic,"₦ 138,000,000"
Acura MDX 2012 Blue,Acura,MDX,2012,foreign used,automatic,"₦ 11,500,000"
Lexus ES 350 FWD 2017 Silver,Lexus,ES 350,2017,foreign used,automatic,"₦ 24,000,000"
Lexus GX 460 Luxury 2017 Gray,Lexus,GX 460,2017,foreign used,automatic,"₦ 53,000,000"
Lexus ES 350 FWD 2015 Gray,Lexus,ES 350,2015,foreign used,automatic,"₦ 18,200,000"
Toyota Camry 2014 Black,Toyota,Camry,2014,foreign used,automatic,"₦ 15,500,000"
Hyundai Sonata Limited 2.0T Seban (2.0L 4cyl 6A) 2016 White,Hyundai,Sonata Limited,2016,foreign used,automatic,"₦ 14,000,000"
Mercedes-Benz C300 Sport 4Matic Sedan AWD (3.5L 6cyl 7A) 2014 Gray,Mercedes-Benz,C300 Sport,2014,foreign used,automatic,"₦ 12,000,000"
Toyota Camry Automatic 1999 Black,Toyota,Camry Automatic,1999,local used,automatic,"₦ 1,900,000"
Toyota Camry LE 4dr Sedan (2.4L 4cyl 5A) 2009 Silver,Toyota,Camry LE,2009,foreign used,automatic,"₦ 9,000,000"
Volkswagen Touareg 2016 Black,Volkswagen,Touareg,2016,foreign used,automatic,"₦ 24,500,000"
Mercedes-Benz GLC-Class 2021 White,Mercedes-Benz,GLC-Class,2021,foreign used,automatic,"₦ 33,000,000"
Toyota Highlander Platinum 2022 Black,Toyota,Highlander Platinum,2022,foreign used,automatic,"₦ 65,000,000"
Toyota Tundra 2024 Gray,Toyota,Tundra,2024,foreign used,automatic,"₦ 130,000,000"
Acura ZDX Base AWD 2012 Black,Acura,ZDX Base,2012,foreign used,automatic,"₦ 19,950,000"
Lexus RX 350L AWD 2019 Black,Lexus,RX 350L,2019,foreign used,automatic,"₦ 45,000,000"
Volkswagen Caddy 2014 White,Volkswagen,Caddy,2014,foreign used,manual,"₦ 8,300,000"
Toyota Camry 2.4 LE 2008 Green,Toyota,Camry 2,2008,local used,automatic,"₦ 6,000,000"
Honda Accord 2008 Blue,Honda,Accord,2008,local used,automatic,"₦ 6,500,000"
Honda Accord 2004 Gold,Honda,Accord,2004,local used,automatic,"₦ 3,000,000"
Toyota Highlander 2019 Gray,Toyota,Highlander,2019,foreign used,automatic,"₦ 36,000,000"
Acura MDX w/Advance & Ent. Pkgs FWD 2017 Black,Acura,MDX w,2017,foreign used,automatic,"₦ 23,000,000"
Toyota Avalon Limited 4dr Sedan (3.5L 6cyl 6A) 2015 Silver,Toyota,Avalon Limited,2015,foreign used,automatic,"₦ 18,000,000"
Mercedes-Benz M Class ML400 4MATIC 4dr SUV AWD (3.0L 6cyl Turbo 7A),,,,foreign used,automatic,"₦ 23,000,000"
Toyota Corolla 2011 Gray,Toyota,Corolla,2011,foreign used,automatic,"₦ 12,700,000"
Toyota Camry XLE 4dr Sedan (2.5L 4cyl 6A) 2015 Gray,Toyota,Camry XLE,2015,foreign used,automatic,"₦ 18,000,000"
Acura MDX 2008 Silver,Acura,MDX,2008,foreign used,automatic,"₦ 9,500,000"
Acura MDX SUV 4dr AWD (3.7 6cyl 5A) 2009 Black,Acura,MDX SUV,2009,foreign used,automatic,"₦ 9,700,000"
Mercedes-Benz GLA 250 2019 Red,Mercedes-Benz,GLA 250,2019,foreign used,automatic,"₦ 29,000,000"
Lexus ES 350 2012 Black,Lexus,ES 350,2012,foreign used,automatic,"₦ 11,000,000"
Lexus RX 350 AWD 2014 Black,Lexus,RX 350,2014,foreign used,automatic,"₦ 18,500,000"
Honda Crosstour 3.5 AWD 2013 Red,Honda,Crosstour 3,2013,foreign used,automatic,"₦ 15,500,000"
Lexus ES 350 FWD 2014 White,Lexus,ES 350,2014,local used,automatic,"₦ 15,500,000"
Lexus ES 350 2009 Blue,Lexus,ES 350,2009,local used,automatic,"₦ 7,500,000"
Chevrolet Spark 2015,Chevrolet,Spark,2015,foreign used,automatic,"₦ 6,800,000"
Lexus RX 330 2004 Green,Lexus,RX 330,2004,local used,automatic,"₦ 5,300,000"
Mercedes-Benz GLK-Class Base GLK 350 4dr 4x2 (3.5L 6cyl 7A) 2015 Blue,Mercedes-Benz,GLK-Class Base,2015,foreign used,automatic,"₦ 18,000,000"
Toyota Highlander SE 2010 Black,Toyota,Highlander SE,2010,local used,automatic,"₦ 8,000,000"
Honda Accord 2014 Black,Honda,Accord,2014,foreign used,,"₦ 10,000,000"
Lexus ES 2004 Green,Lexus,ES,2004,local used,automatic,"₦ 4,800,000"
Jaguar XJ 2012 Black,Jaguar,XJ,2012,foreign used,automatic,"₦ 13,000,000"
Toyota Camry 2010 White,Toyota,Camry,2010,foreign used,automatic,"₦ 10,000,000"
Lexus RX 2018 White,Lexus,RX,2018,foreign used,automatic,"₦ 53,000,000"
Toyota Highlander Limited 3.5l 4WD 2013 Black,Toyota,Highlander Limited,2013,local used,automatic,"₦ 13,500,000"
Mercedes-Benz C300 2012 Black,Mercedes-Benz,C300,2012,foreign used,automatic,"₦ 11,500,000"
Lexus ES 350 2009 White,Lexus,ES 350,2009,foreign used,automatic,"₦ 10,900,000"
Hyundai Veloster Turbo 2013 Red,Hyundai,Veloster Turbo,2013,foreign used,automatic,"₦ 8,700,000"
Lexus RX 330 2005 Blue,Lexus,RX 330,2005,local used,automatic,"₦ 7,300,000"
Hyundai Avante 2012 White,Hyundai,Avante,2012,foreign used,automatic,"₦ 8,650,000"
Land Rover Range Rover Velar 2018 White,Land,Rover Range,2018,foreign used,automatic,"₦ 51,000,000"
Lexus RX 300 4WD 2000 Blue,Lexus,RX 300,2000,foreign used,automatic,"₦ 4,950,000"
Toyota Camry 2018 Gray,Toyota,Camry,2018,foreign used,automatic,"₦ 24,000,000"
Mercedes-Benz GLK-Class 350 4MATIC 2014 Black,Mercedes-Benz,GLK-Class 350,2014,local used,automatic,"₦ 15,500,000"
Toyota Highlander 2016 White,Toyota,Highlander,2016,foreign used,automatic,"₦ 30,000,000"
Toyota Sequoia Platinum FFV 4dr SUV 4WD (5.7L 8cyl 6A) 2013 Black,Toyota,Sequoia Platinum,2013,foreign used,automatic,"₦ 27,850,000"
Lexus RX 350 AWD 2015 Black,Lexus,RX 350,2015,foreign used,automatic,"₦ 23,000,000"
Toyota Tacoma 2020 Red,Toyota,Tacoma,2020,foreign used,automatic,"₦ 45,000,000"
Honda CR-V 2013 Brown,Honda,CR-V,2013,local used,automatic,"₦ 11,000,000"
Hyundai Santa Fe 2019 Gray,Hyundai,Santa Fe,2019,foreign used,automatic,"₦ 29,000,000"
Lexus IS 2008 Gray,Lexus,IS,2008,local used,automatic,"₦ 5,630,000"
Lexus GS 2006 Blue,Lexus,GS,2006,foreign used,automatic,"₦ 4,500,000"
Toyota Corolla 2012 White,Toyota,Corolla,2012,local used,automatic,"₦ 6,800,000"
Mercedes-Benz C300 2013 Black,Mercedes-Benz,C300,2013,local used,automatic,"₦ 8,500,000"
Toyota RAV4 2009 Gray,Toyota,RAV4,2009,foreign used,automatic,"₦ 11,999,999"
Toyota Camry 2018 Black,Toyota,Camry,2018,foreign used,automatic,"₦ 17,500,000"
Mercedes-Benz CLA-Class 2018 Red,Mercedes-Benz,CLA-Class,2018,foreign used,automatic,"₦ 24,500,000"
Lexus RX 350 2010 Silver,Lexus,RX 350,2010,foreign used,automatic,"₦ 18,200,000"
Toyota Highlander 2013 Burgundy,Toyota,Highlander,2013,foreign used,automatic,"₦ 13,599,999"
Hyundai Sonata 2016 Blue,Hyundai,Sonata,2016,foreign used,automatic,"₦ 11,999,999"
Lexus ES 2013 Silver,Lexus,ES,2013,foreign used,automatic,"₦ 13,000,000"
Toyota Highlander 2013 Maroon,Toyota,Highlander,2013,foreign used,automatic,"₦ 16,800,000"
Acura MDX 2019 Gray,Acura,MDX,2019,foreign used,automatic,"₦ 21,500,000"
Honda Crosstour 3.5 AWD 2010 Gray,Honda,Crosstour 3,2010,foreign used,automatic,"₦ 10,800,000"
Toyota Camry 2008 Gray,Toyota,Camry,2008,local used,automatic,"₦ 5,400,000"
Toyota Corolla Verso 2006 Gold,Toyota,Corolla Verso,2006,local used,automatic,"₦ 4,900,000"
Mercedes-Benz M Class 2013 Black,Mercedes-Benz,M Class,2013,foreign used,automatic,"₦ 27,800,000"
Mercedes-Benz GLE-Class 2015 White,Mercedes-Benz,GLE-Class,2015,local used,automatic,"₦ 18,750,000"
Mercedes-Benz GLK-Class 2013 White,Mercedes-Benz,GLK-Class,2013,foreign used,automatic,"₦ 19,000,000"
Honda CR-V 2014 White,Honda,CR-V,2014,foreign used,automatic,"₦ 15,500,000"
Lexus RX 2020 Gold,Lexus,RX,2020,foreign used,automatic,"₦ 64,000,000"
Mercedes-Benz CLA-Class CLA 250 4MATIC Sedan 2016 White,Mercedes-Benz,CLA-Class CLA,2016,local used,automatic,"₦ 11,390,000"
Toyota Yaris 2009 Silver,Toyota,Yaris,2009,foreign used,automatic,"₦ 9,000,000"
Lexus ES 2003 Green,Lexus,ES,2003,local used,automatic,"₦ 4,500,000"
Lexus ES 350 FWD 2014 Gray,Lexus,ES 350,2014,local used,automatic,"₦ 13,500,000"
Lexus RX 350 F Sport FWD 2017 Gray,Lexus,RX 350,2017,foreign used,automatic,"₦ 46,900,000"
Toyota Sequoia Platinum 4dr SUV 4WD (5.7L 8cyl 6A) 2014 Black,Toyota,Sequoia Platinum,2014,foreign used,automatic,"₦ 23,500,000"
Lexus RX 2015 Black,Lexus,RX,2015,foreign used,automatic,"₦ 23,000,000"
Toyota Camry 2017,Toyota,Camry,2017,local used,automatic,"₦ 9,700,000"
Toyota RAV4 2014 Black,Toyota,RAV4,2014,foreign used,,"₦ 9,500,000"
Toyota Sienna XLE 8 Passenger 2012 Black,Toyota,Sienna XLE,2012,local used,automatic,"₦ 10,500,000"
Hyundai Sonata 2017 White,Hyundai,Sonata,2017,foreign used,automatic,"₦ 15,690,000"
Toyota Camry 2008 Gold,Toyota,Camry,2008,local used,automatic,"₦ 5,700,000"
Ford Edge 2007 White,Ford,Edge,2007,local used,automatic,"₦ 4,550,000"
Lexus RX 2012 Gray,Lexus,RX,2012,foreign used,automatic,"₦ 20,000,000"
Hyundai Genesis 2011 Silver,Hyundai,Genesis,2011,foreign used,automatic,"₦ 11,500,000"
Honda Pilot EX-L 4dr SUV (3.5L 6cyl 5A) 2010 Black,Honda,Pilot EX-L,2010,foreign used,automatic,"₦ 13,000,000"
Lexus RX 350 2008 Green,Lexus,RX 350,2008,foreign used,automatic,"₦ 12,900,000"
Toyota Camry SE 2025,Toyota,Camry SE,2025,foreign used,automatic,"₦ 52,000,000"
Mercedes-Benz C300 2015 Gray,Mercedes-Benz,C300,2015,foreign used,automatic,"₦ 19,500,000"
Toyota Avalon XLE Premium Sedan FWD (3.5L 6cyl 6A) 2017 Silver,Toyota,Avalon XLE,2017,foreign used,automatic,"₦ 18,500,000"
Toyota FJ Cruiser 2006 Yellow,Toyota,FJ Cruiser,2006,foreign used,automatic,"₦ 25,000,000"
Toyota Corolla LE Special Edition 4dr Sedan (1.8L 4cyl 4A) 2013 Gray,Toyota,Corolla LE,2013,foreign used,automatic,"₦ 13,000,000"
Honda Civic 2013 Blue,Honda,Civic,2013,foreign used,automatic,"₦ 12,500,000"
Toyota Camry 2022 Red,Toyota,Camry,2022,foreign used,automatic,"₦ 30,000,000"
Lexus RX 2015 White,Lexus,RX,2015,foreign used,automatic,"₦ 24,500,000"
Lexus GX 470 2009 Black,Lexus,GX 470,2009,local used,automatic,"₦ 7,500,000"
Lexus GX 2020 White,Lexus,GX,2020,local used,automatic,"₦ 28,000,000"
Toyota Tundra 2023 White,Toyota,Tundra,2023,foreign used,automatic,"₦ 90,000,000"
Lexus RX 350 2012 Red,Lexus,RX 350,2012,local used,automatic,"₦ 14,500,000"
Hyundai Sonata 2013 Black,Hyundai,Sonata,2013,foreign used,automatic,"₦ 8,750,000"
Lexus RX 350 2008 Gold,Lexus,RX 350,2008,foreign used,automatic,"₦ 10,500,000"
Honda Pilot 2013 Black,Honda,Pilot,2013,foreign used,automatic,"₦ 13,500,000"
Mercedes-Benz C300 2016 Black,Mercedes-Benz,C300,2016,local used,automatic,"₦ 10,999,999"
Toyota Camry SE FWD (2.5L 4cyl 8AM) 2018 Gray,Toyota,Camry SE,2018,foreign used,automatic,"₦ 24,999,999"
Toyota RAV4 2015 Red,Toyota,RAV4,2015,foreign used,automatic,"₦ 17,200,000"
Nissan Juke 2012 Blue,Nissan,Juke,2012,foreign used,automatic,"₦ 11,800,000"
Toyota Highlander 3.5L 4WD 2013 Silver,Toyota,Highlander 3,2013,local used,automatic,"₦ 14,200,000"
Acura MDX 2012 Silver,Acura,MDX,2012,foreign used,automatic,"₦ 10,800,000"
Volkswagen Passat 2010 Silver,Volkswagen,Passat,2010,local used,automatic,"₦ 5,000,000"
Mercedes-Benz AMG GT 2018 Black,Mercedes-Benz,AMG GT,2018,foreign used,automatic,"₦ 77,000,000"
Lexus IS 2016 Gray,Lexus,IS,2016,local used,automatic,"₦ 12,600,000"
Lexus ES 350 2009 Black,Lexus,ES 350,2009,local used,automatic,"₦ 8,700,000"
Toyota Crown 2004 Black,Toyota,Crown,2004,local used,automatic,"₦ 5,000,000"
Honda CR-V 2016 Black,Honda,CR-V,2016,foreign used,automatic,"₦ 16,000,000"
Toyota RAV4 2010 Brown,Toyota,RAV4,2010,local used,automatic,"₦ 7,900,000"
Toyota Camry SE V6 4dr Sedan (3.5L 6cyl 6AM) 2010 Red,Toyota,Camry SE,2010,foreign used,automatic,"₦ 12,700,000"
Toyota Matrix 2010 Blue,Toyota,Matrix,2010,local used,automatic,"₦ 6,000,000"
Toyota Camry SE (2.5L 4cyl 8A) 2019,Toyota,Camry SE,2019,local used,automatic,"₦ 25,000,000"
Toyota Camry XLE V6 4dr Sedan (3.5L 6cyl 6AM) 2009 Silver,Toyota,Camry XLE,2009,foreign used,automatic,"₦ 12,000,000"
Hyundai Sonata Limited Sedan FWD (2.4L 4cyl 6A) 2012 Black,Hyundai,Sonata Limited,2012,foreign used,automatic,"₦ 12,500,000"
Hyundai Sonata SE 4dr Sedan (2.4L 4cyl 6A) 2015 Red,Hyundai,Sonata SE,2015,foreign used,automatic,"₦ 13,000,000"
Lexus RX 350 4x4 2007 Gold,Lexus,RX 350,2007,foreign used,automatic,"₦ 12,200,000"
Lexus RX 350 AWD 2012 Gray,Lexus,RX 350,2012,foreign used,automatic,"₦ 15,000,000"
Toyota Camry 2006 Silver,Toyota,Camry,2006,local used,automatic,"₦ 4,800,000"
Volkswagen Passat 2010 Gray,Volkswagen,Passat,2010,local used,automatic,"₦ 4,700,000"
Mercedes-Benz GLE-Class AMG GLE 43 4MATIC 2017,Mercedes-Benz,GLE-Class AMG,2017,local used,automatic,"₦ 47,500,000"
Lexus GX 460 Premium 2013 Black,Lexus,GX 460,2013,foreign used,automatic,"₦ 27,500,000"
Toyota Venza V6 AWD 2010 White,Toyota,Venza V6,2010,foreign used,automatic,"₦ 16,000,000"
Toyota RAV4 XLE FWD (2.5L 4cyl 6A) 2013 Silver,Toyota,RAV4 XLE,2013,local used,automatic,"₦ 12,300,000"
Toyota Camry 2008 Gold,Toyota,Camry,2008,foreign used,automatic,"₦ 7,950,000"
Toyota Avalon 2015 Black,Toyota,Avalon,2015,local used,automatic,"₦ 14,500,000"
Toyota Tacoma TRD Sport Double Cab 4WD 5.0 ft. SB (Automatic) 2025,Toyota,Tacoma TRD,2025,foreign used,automatic,"₦ 95,000,000"
Lexus RX 2011 Black,Lexus,RX,2011,foreign used,automatic,"₦ 22,000,000"
Honda Accord 2013 Black,Honda,Accord,2013,foreign used,automatic,"₦ 11,500,000"
Toyota Corolla 2006 Silver,Toyota,Corolla,2006,local used,automatic,"₦ 6,000,000"
Honda Civic 2016 White,Honda,Civic,2016,foreign used,automatic,"₦ 16,000,000"
Honda Fit Sport 2009 Blue,Honda,Fit Sport,2009,foreign used,automatic,"₦ 8,000,000"
Lexus RX 350 F Sport AWD 2014 Blue,Lexus,RX 350,2014,foreign used,automatic,"₦ 27,500,000"
Lexus RX 330 2005 Blue,Lexus,RX 330,2005,foreign used,automatic,"₦ 12,000,000"
Toyota RAV4 2010 Silver,Toyota,RAV4,2010,foreign used,automatic,"₦ 13,750,000"
Lexus RX 2018 Gray,Lexus,RX,2018,foreign used,automatic,"₦ 49,000,000"
Mercedes-Benz GLC-Class 2017 Gray,Mercedes-Benz,GLC-Class,2017,local used,automatic,"₦ 21,999,999"
Mercedes-Benz E350 2014 Black,Mercedes-Benz,E350,2014,local used,automatic,"₦ 12,000,000"
Toyota Highlander Limited 2010 White,Toyota,Highlander Limited,2010,foreign used,automatic,"₦ 15,000,000"
Toyota RAV4 2014 Red,Toyota,RAV4,2014,foreign used,automatic,"₦ 16,800,000"
Nissan Versa 2010 Blue,Nissan,Versa,2010,local used,automatic,"₦ 3,900,000"
Mercedes-Benz GLE-Class AMG GLE 43 4MATIC 2018 Red,Mercedes-Benz,GLE-Class AMG,2018,foreign used,automatic,"₦ 58,000,000"
Toyota Camry SE 4dr Sedan (2.5L 4cyl 6A) 2014 Red,Toyota,Camry SE,2014,foreign used,automatic,"₦ 14,800,000"
Lexus RX 2005 Blue,Lexus,RX,2005,foreign used,automatic,"₦ 12,500,000"
Toyota Corolla LE 4dr Sedan (1.8L 4 cyl 4A) 2009 Gold,Toyota,Corolla LE,2009,foreign used,automatic,"₦ 11,000,000"
Lexus GX 460 2011 Black,Lexus,GX 460,2011,foreign used,automatic,"₦ 32,500,000"
Toyota Venza 2010 White,Toyota,Venza,2010,local used,automatic,"₦ 13,000,000"
Toyota Camry LE 4dr Sedan (2.4L 4cyl 5A) 2009 Silver,Toyota,Camry LE,2009,local used,automatic,"₦ 7,700,000"
Toyota Camry XLE 4dr Sedan (3.5L 6cyl 6A) 2015 Black,Toyota,Camry XLE,2015,local used,automatic,"₦ 10,000,000"
Lexus RX 300 4WD 2003 Silver,Lexus,RX 300,2003,foreign used,automatic,"₦ 10,000,000"
Toyota Camry LE 4dr Sedan (2.5L 4cyl 6A) 2012 Black,Toyota,Camry LE,2012,foreign used,automatic,"₦ 13,000,000"
Acura MDX 2016 Black,Acura,MDX,2016,foreign used,automatic,"₦ 16,000,000"
Toyota Corolla 2021 Black,Toyota,Corolla,2021,foreign used,automatic,"₦ 16,900,000"
Toyota Camry XSE V6 4dr Sedan (3.5L 6cyl 6A) 2016 Gray,Toyota,Camry XSE,2016,foreign used,automatic,"₦ 18,500,000"
Hyundai Sonata Limited 2.0T Sedan (2.0L 4cyl 6A) 2013 Black,Hyundai,Sonata Limited,2013,foreign used,automatic,"₦ 9,450,000"
Lexus RX 350 2011 Gold,Lexus,RX 350,2011,local used,automatic,"₦ 13,600,000"
Toyota Camry LE 4dr Sedan (2.5L 4cyl 6AM) 2010 Gray,Toyota,Camry LE,2010,foreign used,automatic,"₦ 11,500,000"
Mercedes-Benz GLK-Class 350 4MATIC 2011 Silver,Mercedes-Benz,GLK-Class 350,2011,foreign used,automatic,"₦ 11,500,000"
Mercedes-Benz E350 Base 4Matic Sedan AWD (3.5L 6cyl 7A) 2011 Black,Mercedes-Benz,E350 Base,2011,local used,automatic,"₦ 9,200,000"
Toyota Camry 2008 Green,Toyota,Camry,2008,local used,automatic,"₦ 4,700,000"
Lexus RX 2006 Green,Lexus,RX,2006,local used,automatic,"₦ 5,500,000"
Ford Edge 2013 Black,Ford,Edge,2013,local used,automatic,"₦ 6,300,000"
Toyota Camry LE 4dr Sedan w/Prod. End 11/13 (2.5L 4cyl 6A) 2014 White,Toyota,Camry LE,2014,foreign used,automatic,"₦ 10,550,000"
Mercedes-Benz C300 2014 Gray,Mercedes-Benz,C300,2014,foreign used,automatic,"₦ 16,000,000"
Dodge Challenger 2016 Gray,Dodge,Challenger,2016,foreign used,automatic,"₦ 29,000,000"
Toyota Camry LE 4dr Sedan (2.5L 4cyl 6A) 2015 Gray,Toyota,Camry LE,2015,local used,automatic,"₦ 10,650,000"
Toyota Highlander 2016 Gray,Toyota,Highlander,2016,foreign used,automatic,"₦ 27,000,000"
Toyota 4-Runner 2022 White,Toyota,4-Runner,2022,foreign used,automatic,"₦ 95,000,000"
Hyundai Veloster Automatic 2012 Black,Hyundai,Veloster Automatic,2012,local used,automatic,"₦ 7,500,000"
Ford F-150 XL 2dr Regular Cab 4WD 6.5 ft. SB (3.7L 6cyl 6A) 2014 White,Ford,F-150 XL,2014,local used,automatic,"₦ 13,500,000"
Honda Accord 2.0 Comfort Automatic 2008 White,Honda,Accord 2,2008,local used,automatic,"₦ 5,500,000"
Mercedes-Benz GLE-Class 2016 Red,Mercedes-Benz,GLE-Class,2016,foreign used,automatic,"₦ 64,000,000"
Mercedes-Benz GLE-Class GLE 350 2016 Gray,Mercedes-Benz,GLE-Class GLE,2016,foreign used,automatic,"₦ 37,000,000"
Mercedes-Benz GLC-Class 2016 Silver,Mercedes-Benz,GLC-Class,2016,foreign used,automatic,"₦ 34,000,000"
Lexus RX 2023 Silver,Lexus,RX,2023,foreign used,automatic,"₦ 88,000,000"
Toyota Camry 2002 Gold,Toyota,Camry,2002,local used,automatic,"₦ 2,300,000"
Acura MDX SUV 4dr AWD (3.7L 6cyl 6A) 2011 Black,Acura,MDX SUV,2011,foreign used,automatic,"₦ 11,300,000"
Hyundai Sonata GLS Sedan FWD (2.4L 4cyl 6A) 2012 Blue,Hyundai,Sonata GLS,2012,foreign used,automatic,"₦ 11,800,000"
Toyota Camry 2000 Gray,Toyota,Camry,2000,local used,automatic,"₦ 2,300,000"
Lexus RX 2005 Black,Lexus,RX,2005,local used,automatic,"₦ 7,100,000"
BMW 740 2015 Black,BMW,740,2015,local used,automatic,"₦ 13,990,000"
Mercedes-Benz C300 Luxury 4Matic Sedan AWD (2.0L 4cyl 7A) 2016 Gray,Mercedes-Benz,C300 Luxury,2016,local used,automatic,"₦ 15,500,000"
Mercedes-Benz GLK-Class 350 4MATIC 2010 Gray,Mercedes-Benz,GLK-Class 350,2010,local used,automatic,"₦ 12,390,000"
Toyota Camry SE 4dr Sedan (2.5L 4cyl 6A) 2016 Gray,Toyota,Camry SE,2016,foreign used,automatic,"₦ 17,500,000"
Toyota Camry LE 2022 Brown,Toyota,Camry LE,2022,foreign used,automatic,"₦ 38,000,000"
Toyota Land Cruiser Prado 2014 Black,Toyota,Land Cruiser,2014,local used,automatic,"₦ 37,000,000"
Nissan Sentra SL 2013 Blue,Nissan,Sentra SL,2013,foreign used,automatic,"₦ 8,800,000"
Lexus RX 2018 Gold,Lexus,RX,2018,foreign used,automatic,"₦ 45,000,000"
Mercedes-Benz E350 Base 4Matic Sedan AWD (3.5L 6cyl 7A) 2014 Gray,Mercedes-Benz,E350 Base,2014,foreign used,automatic,"₦ 16,500,000"
Toyota Tacoma TRD Pro 2018 Black,Toyota,Tacoma TRD,2018,foreign used,automatic,"₦ 48,000,000"
Toyota RAV4 2011 Silver,Toyota,RAV4,2011,local used,automatic,"₦ 7,800,000"
Lexus RX 350L 4WD 2020 Black,Lexus,RX 350L,2020,foreign used,automatic,"₦ 49,800,000"
Toyota Corolla 2016 Gray,Toyota,Corolla,2016,local used,automatic,"₦ 11,000,000"
Toyota Camry 2016 White,Toyota,Camry,2016,foreign used,automatic,"₦ 16,800,000"
Lexus RX 350 FWD 2012 Black,Lexus,RX 350,2012,local used,automatic,"₦ 14,500,000"
Toyota Sienna 2011 Burgundy,Toyota,Sienna,2011,foreign used,automatic,"₦ 14,300,000"
Mercedes-Benz GLC-Class 2019 Green,Mercedes-Benz,GLC-Class,2019,local used,automatic,"₦ 33,999,999"
Toyota Avalon XLE 4dr Sedan (3.5L 6cyl 6A) 2015 Black,Toyota,Avalon XLE,2015,foreign used,automatic,"₦ 13,500,000"
BMW X3 2013 Blue,BMW,X3,2013,foreign used,automatic,"₦ 25,500,000"
Lexus RX 350  F Sport AWD 2019 Black,Lexus,RX 350,2019,foreign used,automatic,"₦ 50,000,000"
Toyota C-HR XLE FWD Sport Utility (2.0L 4cyl 2AM) 2018 Black,Toyota,C-HR XLE,2018,local used,automatic,"₦ 19,000,000"
Hyundai Sonata 2015 Red,Hyundai,Sonata,2015,local used,automatic,"₦ 7,250,000"
Mazda CX-7 2009 White,Mazda,CX-7,2009,local used,automatic,"₦ 4,800,000"
Toyota Camry 2009 Blue,Toyota,Camry,2009,foreign used,automatic,"₦ 10,600,000"
